754,2,339
74,2,702
483,2,795
483,2,534
552,2,881
483,2,592
74,1,857
146,2,209
74,2,506
552,1,789
675,2,307
483,2,810
675,4,659
483,2,1047
146,1,823
754,1,677
754,1,507
483,4,787
754,2,223
675,1,154
675,1,655
146,4,504
146,2,258
754,2,854
146,2,211
552,2,309
754,2,464
552,1,311
754,4,409
675,4,568
146,4,325
146,4,458
74,1,524
483,1,717
552,4,256
754,2,856
552,2,954
74,2,1081
754,2,697
675,2,824
483,2,522
74,2,641
483,2,565
552,2,1280
675,2,372
552,1,1275
483,1,734
146,1,588
754,1,401
552,1,781
754,1,431
552,1,806
754,2,818
675,2,683
754,4,262
74,1,928
754,2,352
483,2,373
483,2,600
552,2,799
754,1,416
552,1,706
675,1,512
483,1,445
754,2,548
675,1,648
146,1,597
675,1,573
552,4,1129
754,2,1075
754,4,627
146,4,699
74,2,538
552,4,619
74,1,207
74,1,638
552,2,714
146,2,688
754,2,612
483,2,574
74,1,414
483,1,361
675,4,382
552,4,544
552,4,640
146,4,795
483,2,712
552,2,407
146,2,768
483,1,469
675,2,339
146,1,589
754,4,364
754,1,646
552,4,633
483,2,1105
754,2,713
483,4,592
146,2,853
74,4,753
754,1,731
74,2,573
483,4,525
74,2,839
146,2,928
146,1,668
146,2,801
483,2,537
675,2,617
754,4,658
74,1,666
483,4,836
74,2,624
483,4,568
146,4,537
146,2,621
483,4,906
675,2,487
754,2,620
146,1,1061
146,2,795
552,4,350
754,2,476
483,2,487
483,1,882
754,2,774
74,2,1215
74,1,780
552,4,459
675,1,330
754,2,601
483,2,19
483,1,455
74,2,228
552,4,573
483,2,668
754,2,515
675,2,319
483,2,616
146,1,980
675,1,529
675,4,295
146,1,245
483,1,995
483,2,632
146,1,789
483,4,379
146,2,430
675,2,430
552,1,706
483,1,547
483,2,1378
483,2,526
754,2,637
483,2,575
675,4,581
675,1,735
483,2,785
483,4,562
754,4,408
754,2,471
74,2,769
675,1,550
146,2,690
146,2,856
483,1,626
754,2,738
675,2,592
74,4,634
675,1,390
552,2,672
552,4,257
74,2,826
552,1,449
74,1,452
754,2,486
754,1,878
754,2,797
754,1,416
754,1,630
74,1,512
754,1,841
146,1,493
754,4,957
74,4,584
675,2,572
552,2,998
675,4,924
483,4,1051
754,1,377
146,1,683
754,2,501
483,2,327
675,1,617
74,4,912
675,4,469
146,1,480
146,4,461
754,2,565
146,2,753
74,1,651
754,2,554
74,1,276
483,1,723
74,2,1021
754,2,723
552,2,787
552,2,712
754,1,246
146,2,639
754,2,721
74,2,811
754,4,536
146,4,850
552,2,537
552,2,325
483,2,792
552,2,351
675,1,737
754,2,523
483,4,404
754,2,566
483,4,338
146,1,998
552,2,664
146,1,258
552,2,1217
552,2,587
483,1,510
483,4,560
754,4,797
74,2,579
675,1,578
675,2,386
552,2,720
146,1,76
552,2,517
754,1,746
146,2,1274
483,1,632
146,2,74
754,2,542
552,2,797
74,4,764
74,2,667
74,4,729
483,2,681
675,2,1078
483,4,583
675,4,672
675,2,762
552,1,996
74,1,604
483,1,633
552,2,877
675,4,478
146,4,404
675,4,444
754,4,347
483,4,646
146,1,674
483,2,792
754,4,890
675,4,903
74,1,802
675,2,596
74,1,309
754,4,638
552,4,885
754,4,719
74,1,629
754,4,211
146,2,163
675,1,434
74,2,746
675,2,683
483,2,832
483,2,555
483,2,877
675,2,1175
146,2,765
675,1,1067
754,1,498
754,2,702
483,4,555
552,1,983
675,2,500
483,4,724
74,2,627
675,2,478
146,2,330
146,2,635
675,2,810
146,1,417
483,1,988
675,2,681
74,2,635
483,1,691
675,4,231
754,4,353
483,2,718
146,4,996
483,4,787
754,2,412
754,1,969
552,2,673
552,4,454
483,4,873
483,2,681
754,4,937
675,1,871
552,2,708
675,1,149
74,1,655
754,1,944
552,1,765
675,2,885
754,2,773
754,2,739
675,1,1198
146,2,665
552,2,481
146,2,497
754,2,700
483,2,1022
483,2,728
754,4,756
552,2,805
483,4,240
552,2,664
483,1,546
483,1,350
483,4,539
675,4,198
552,4,759
552,2,837
552,2,930
483,1,828
146,2,261
675,4,857
146,1,342
552,2,172
146,1,506
74,2,672
675,1,656
483,1,882
74,2,1024
552,4,840
754,2,878
146,2,440
483,1,769
552,1,1005
74,2,689
675,1,723
74,1,572
74,4,745
483,2,931
146,2,781
146,2,174
483,2,220
74,4,632
74,4,458
483,1,663
675,2,791
552,1,574
754,2,368
74,2,734
552,2,938
146,4,484
552,1,647
483,1,971
483,1,634
552,1,653
675,1,642
146,2,451
74,2,630
675,4,955
146,4,690
146,1,490
675,4,476
675,2,617
675,2,759
754,2,253
754,1,1054
483,4,302
483,1,484
754,4,710
552,4,605
74,2,440
552,2,853
675,4,623
483,1,603
675,2,900
74,2,706
74,1,284
552,1,129
483,4,304
146,2,1059
74,4,752
483,2,415
754,2,764
74,4,772
675,1,979
74,2,26
552,1,1065
754,2,741
552,1,857
675,1,1048
754,1,837
754,1,1070
146,1,540
754,2,875
74,1,690
675,1,489
74,2,407
754,4,336
146,4,487
146,4,478
675,1,692
74,2,694
146,1,214
483,2,395
675,2,538
675,1,621
146,1,236
74,1,558
74,2,611
754,2,488
74,4,1381
675,2,678
146,4,114
754,1,844
483,4,379
146,1,161
675,2,819
146,2,706
483,1,580
754,1,101
74,2,662
74,2,445
552,2,358
74,2,450
146,2,699
146,2,246
146,1,776
552,1,407
74,1,389
146,1,498
675,1,493
754,2,654
74,2,1236
552,1,467
552,4,666
146,1,665
483,2,283
754,2,664
74,2,277
754,2,569
146,2,507
146,1,926
552,4,619
675,1,772
483,1,544
483,2,899
483,2,790
754,2,798
74,2,541
754,1,613
146,2,565
74,2,575
74,4,554
675,1,501
146,2,508
146,2,852
74,2,275
146,2,697
146,1,444
754,4,701
74,4,879
552,2,853
74,2,1056
74,2,767
552,1,767
483,1,330
552,2,518
675,2,896
552,1,892
552,2,1007
552,2,827
74,4,772
74,1,1007
552,4,460
146,2,755
483,2,570
74,1,453
754,4,252
754,2,1038
754,1,337
754,1,883
146,2,543
146,1,812
483,1,730
74,4,1037
754,2,435
675,4,757
483,2,827
146,1,415
552,1,369
74,2,789
754,4,483
146,2,880
74,4,487
74,4,762
146,2,570
552,2,1004
483,4,1092
754,1,365
74,2,476
146,2,56
74,1,743
552,1,542
74,2,436
754,1,225
675,2,416
754,1,543
675,1,717
74,2,821
74,1,367
483,4,148
675,2,327
754,1,561
146,2,907
675,4,452
552,1,599
74,2,540
675,2,735
146,4,473
483,4,610
483,2,672
483,2,335
146,4,293
675,1,524
552,2,668
675,4,997
74,2,799
146,4,767
754,4,597
552,1,174
552,2,109
146,2,518
146,2,683
754,4,638
675,1,620
552,2,380
146,2,663
552,4,421
552,2,409
74,2,311
74,2,1085
483,4,617
74,1,787
552,1,715
483,1,753
74,4,222
754,1,355
754,4,723
675,1,819
74,2,290
483,4,967
754,4,658
74,1,1053
754,2,461
74,2,795
552,1,442
483,2,463
146,2,786
552,2,345
146,4,766
74,2,686
74,2,662
483,1,634
552,2,501
483,4,1050
74,4,820
754,1,866
754,1,388
483,1,718
552,4,453
675,4,460
552,2,551
754,2,1002
74,4,535
675,1,730
675,2,633
675,4,607
552,2,720
74,4,663
146,1,728
146,4,114
552,2,719
552,2,575
74,1,444
146,2,807
483,1,688
483,4,452
483,4,683
754,2,1059
675,4,412
754,4,573
483,4,384
675,2,456
483,2,529
754,2,234
146,2,725
146,1,523
552,1,252
754,1,201
754,1,482
754,2,288
483,1,1003
552,1,737
754,1,425
675,1,325
74,1,749
146,1,647
675,2,573
675,1,733
483,1,452
552,2,618
74,1,427
146,1,248
74,1,49
74,2,887
754,4,890
74,2,636
675,2,230
483,4,609
675,2,759
754,2,818
146,2,1046
146,4,753
552,2,379
675,4,509
483,2,662
74,1,504
552,2,241
483,1,1150
146,1,589
552,1,932
74,1,717
146,2,440
74,4,1175
754,1,549
675,2,535
754,1,450
754,1,852
483,1,397
552,4,596
483,4,358
146,1,643
552,1,146
74,1,486
754,1,1081
146,2,676
74,1,124
675,1,400
552,1,882
552,4,282
146,2,603
146,1,783
552,2,780
146,4,919
483,4,480
675,4,802
146,1,777
146,1,921
74,4,673
675,1,436
74,2,399
74,4,82
552,2,630
754,1,150
552,4,805
74,1,372
754,1,844
675,1,138
146,2,845
675,2,610
675,4,537
754,4,652
483,4,694
552,2,1064
483,2,632
74,1,523
483,4,587
483,4,654
483,4,930
483,1,629
552,1,256
552,1,625
74,1,577
754,4,701
552,2,607
754,1,509
483,4,954
675,2,260
552,2,1152
74,2,929
675,2,429
146,1,764
483,4,689
74,2,850
74,2,223
483,2,351
483,4,572
552,2,391
74,4,272
74,2,702
675,4,642
552,1,877
754,2,431
552,2,580
146,4,706
754,4,76
74,1,814
552,2,509
74,4,646
552,4,488
483,1,976
675,4,860
675,2,588
552,4,877
754,2,470
483,2,796
74,1,414
74,4,261
754,2,109
146,2,514
675,2,949
146,2,255
146,2,560
754,2,488
552,2,779
74,2,821
146,1,472
146,1,1069
754,4,512
675,2,515
483,2,677
675,4,329
74,1,577
675,4,390
146,1,1009
146,2,398
483,4,610
754,2,555
74,1,543
552,2,485
754,2,505
483,1,438
483,1,770
754,4,668
552,1,519
754,4,534
146,2,453
483,2,607
754,2,406
483,2,506
146,2,622
675,1,239
754,4,164
483,2,1099
483,2,292
483,2,643
146,2,895
552,1,453
483,1,1092
552,1,261
146,4,625
754,4,1041
754,2,552
754,2,933
552,1,376
146,1,339
74,4,578
552,1,971
675,4,235
74,4,594
74,4,433
552,4,829
146,1,639
675,1,726
74,2,771
146,2,702
552,4,459
552,4,471
754,1,602
483,2,923
483,2,502
675,1,463
754,2,1251
146,1,346
146,2,848
754,4,967
552,2,764
146,2,471
754,4,711
552,4,481
483,1,910
552,1,511
754,1,122
675,4,653
552,4,489
754,2,461
146,2,675
675,2,341
146,2,287
483,2,612
483,2,438
552,2,746
483,4,812
754,4,466
675,4,564
74,2,458
552,1,344
74,1,849
552,2,485
483,2,703
483,4,513
146,4,587
74,1,21
74,2,752
552,1,726
483,2,898
483,2,565
483,1,650
74,4,440
675,4,487
675,1,629
146,2,842
754,2,807
146,4,279
483,1,439
146,4,479
754,1,279
483,1,909
74,4,318
483,2,470
483,1,424
483,2,714
483,1,541
675,1,766
754,2,684
675,4,684
146,2,671
146,2,357
675,2,1048
675,1,601
146,2,567
74,2,449
675,2,621
754,4,815
754,4,525
675,1,565
74,1,480
483,2,693
675,4,846
675,4,618
146,2,867
675,1,607
552,2,634
675,1,336
754,1,331
74,1,355
754,4,86
483,4,710
74,2,798
483,1,424
74,4,706
146,4,627
552,1,892
552,2,510
146,2,542
754,4,398
552,1,659
552,2,1187
483,1,387
552,2,746
146,4,718
675,2,45
483,2,453
483,1,872
74,2,702
74,4,872
483,1,496
675,4,999
483,2,737
675,2,389
74,1,395
483,1,116
754,2,1008
552,2,632
74,2,933
74,2,760
146,1,570
754,1,416
146,1,511
74,1,354
74,1,635
483,1,480
146,4,505
74,1,725
146,1,438
675,2,270
483,2,811
483,4,713
552,4,525
74,2,1251
552,2,567
754,2,490
675,4,479
74,4,681
146,2,714
552,2,451
483,2,534
675,2,492
146,2,844
146,2,643
754,4,901
74,2,236
675,1,651
483,2,229
675,2,1152
74,2,742
74,4,796
675,4,452
74,4,365
74,2,750
146,4,75
552,1,893
146,1,467
483,1,631
552,4,689
483,2,401
675,2,662
74,4,1103
146,2,903
675,1,966
74,4,345
675,1,147
74,2,300
754,2,424
552,2,783
754,1,911
552,1,653
675,1,419
74,2,444
754,1,530
552,2,521
552,4,740
74,1,463
146,1,967
483,2,545
483,2,595
552,2,180
552,2,524
146,2,619
483,2,876
74,1,873
146,2,470
146,4,716
483,1,524
754,1,807
146,1,500
754,2,424
675,2,578
146,4,439
483,2,228
675,2,334
146,4,754
754,4,566
74,2,523
483,2,952
675,4,305
552,1,673
483,1,404
675,2,371
675,2,897
552,4,368
74,4,632
483,2,691
74,4,633
74,4,346
483,2,262
74,4,753
675,1,343
74,4,1082
675,2,563
483,2,527
146,2,450
146,2,695
552,1,677
552,2,918
74,2,630
483,1,678
552,2,786
483,2,639
675,4,247
74,2,874
754,1,478
552,1,761
146,2,787
754,1,700
675,2,531
754,2,303
754,2,383
754,4,776
675,1,938
146,1,793
74,1,861
483,4,921
146,4,591
552,2,259
552,2,80
552,2,1041
675,2,709
483,2,336
74,4,706
754,2,589
74,4,366
754,1,379
146,4,516
74,2,1151
754,4,146
146,1,665
754,1,942
754,1,666
552,4,144
675,2,634
675,2,625
483,1,459
483,4,305
754,4,291
483,1,467
754,2,373
754,4,913
552,1,745
74,4,733
483,2,337
675,2,472
675,1,781
754,2,600
146,4,963
552,1,17
675,2,68
552,1,400
754,1,435
754,4,574
483,4,55
146,1,877
74,1,422
675,2,974
483,2,509
675,1,1085
483,1,1078
675,2,858
675,1,402
74,1,280
483,1,706
146,4,512
552,4,425
675,1,719
74,1,827
74,4,941
675,4,662
754,2,667
754,2,292
754,2,1046
74,1,581
754,2,714
754,1,780
552,4,674
552,2,430
483,2,687
754,2,613
146,2,198
146,2,443
483,1,514
483,2,267
552,1,522
675,1,772
146,1,605
552,1,730
754,2,345
675,4,684
552,4,311
483,4,597
754,2,892
74,4,942
675,2,217
146,2,722
675,1,66
675,4,592
675,4,435
754,1,299
74,2,886
74,1,739
74,2,266
754,2,254
483,1,545
754,2,536
146,1,947
483,1,722
754,1,235
675,4,863
74,2,794
754,4,555
675,2,863
483,2,651
675,2,231
483,2,588
146,1,710
552,2,880
754,4,999
74,2,841
675,4,88
675,2,343
675,1,557
146,4,666
74,2,801
74,1,570
552,4,777
483,1,847
675,2,478
754,4,533
552,1,742
146,1,770
74,1,237
146,1,978
552,2,782
483,2,814
146,4,678
74,4,683
754,1,668
74,4,614
483,1,321
675,4,1174
74,1,838
552,4,454
146,2,265
146,2,559
754,1,294
754,2,689
552,2,688
146,4,515
552,1,464
754,1,128
146,2,325
146,4,460
552,4,636
754,2,963
754,1,824
675,2,1014
146,4,896
552,2,634
675,4,402
552,2,639
146,1,834
675,4,623
754,1,742
675,4,428
74,4,598
675,2,475
146,1,767
146,2,353
675,1,888
483,4,648
74,1,311
74,2,293
74,1,434
74,1,871
552,2,525
552,2,298
74,4,942
146,1,591
483,4,513
146,2,1173
675,2,604
483,4,649
483,1,567
146,4,908
74,2,289
74,4,890
754,2,750
483,2,395
552,4,355
146,1,590
675,4,618
754,2,686
483,4,579
483,1,397
483,1,797
483,1,722
754,2,958
675,2,674
74,1,621
146,2,424
146,4,679
552,2,819
552,2,755
483,1,302
675,4,635
675,2,364
483,1,573
146,2,565
754,1,367
483,4,772
74,2,36
146,2,318
754,4,489
74,1,408
754,1,713
552,1,746
552,2,567
483,1,511
675,2,1105
146,4,440
146,1,768
483,1,1082
552,4,888
146,1,206
552,1,827
146,2,596
675,2,742
754,2,413
754,2,498
754,1,668
483,2,229
552,4,298
754,2,330
483,4,939
754,2,240
74,2,605
146,1,1033
552,1,507
483,1,704
754,1,751
74,2,268
483,2,772
754,2,773
74,2,602
146,2,318
675,4,615
483,2,675
74,2,489
146,1,823
754,1,485
754,4,279
483,1,435
552,2,405
675,1,381
483,2,566
754,1,296
483,2,785
146,2,509
146,4,445
552,1,23
754,1,586
146,2,450
74,2,657
552,1,951
754,2,364
483,1,657
483,2,509
754,1,342
552,2,810
675,4,811
754,2,508
483,2,243
754,2,838
146,4,726
675,2,916
74,2,405
552,1,671
74,2,218
754,2,440
675,1,908
552,2,1191
74,4,557
146,2,1005
483,2,498
754,2,461
146,1,121
675,2,682
675,1,363
754,1,440
483,4,774
483,2,614
74,4,834
146,1,565
74,1,512
146,2,614
74,2,404
754,1,667
146,4,180
675,1,1277
146,1,785
552,2,721
552,2,389
146,1,784
483,4,564
675,1,437
146,2,673
675,4,240
552,1,528
146,2,594
552,1,434
146,1,791
483,2,404
552,1,568
74,1,174
146,2,717
146,2,323
754,1,687
552,1,765
483,2,470
552,4,600
675,4,573
146,2,317
146,1,410
74,2,533
483,2,262
74,1,457
675,1,453
552,2,506
146,4,777
146,2,621
675,4,695
754,1,325
552,2,867
146,2,428
146,4,453
483,4,711
74,2,370
754,2,802
483,2,605
483,2,1143
754,2,446
74,2,431
74,1,294
552,4,896
552,2,1137
483,1,691
754,2,501
675,4,680
754,4,719
754,4,348
74,4,836
146,2,444
552,2,1148
74,2,1010
483,2,632
74,2,940
754,4,337
146,2,442
74,4,629
675,1,838
74,1,307
74,4,316
74,2,915
552,2,473
483,4,494
74,4,1054
552,4,642
483,4,474
675,1,503
754,1,690
483,4,547
552,1,542
675,4,147
552,4,928
675,2,515
754,2,920
483,2,1185
675,2,71
74,1,426
754,2,527
675,4,528
483,2,1050
552,1,333
754,1,522
754,2,621
74,2,430
552,4,435
74,1,259
74,2,505
146,2,754
483,4,1120
552,2,667
754,1,624
74,4,460
146,4,954
754,2,657
74,4,847
552,2,485
552,4,752
552,1,427
146,2,537
754,2,857
675,4,566
552,1,498
146,4,436
483,2,1330
483,2,1207
74,1,992
74,2,630
483,4,403
146,1,399
483,2,965
552,2,442
146,1,180
146,2,1027
552,1,785
146,1,426
146,1,529
552,4,769
146,1,617
754,1,641
74,4,587
146,2,828
675,1,547
552,1,388
483,4,576
675,2,715
483,2,587
146,2,584
675,1,716
754,4,467
74,1,573
552,2,419
483,2,807
74,2,1041
74,2,602
146,1,511
675,2,703
483,2,132
552,4,506
552,4,218
483,2,763
74,1,468
552,1,620
146,4,343
552,1,472
552,2,740
483,2,1019
483,2,504
754,1,572
483,2,341
146,1,526
74,2,149
483,4,596
483,1,866
754,1,658
74,1,1196
146,2,657
146,4,894
146,2,791
483,2,311
675,1,955
754,1,284
74,4,176
74,4,523
675,4,511
675,1,1010
675,4,668
552,4,574
754,2,661
483,2,625
754,4,267
754,2,560
552,2,870
146,4,965
483,2,748
74,1,360
754,2,982
754,2,242
552,1,646
754,2,747
552,1,929
146,2,187
483,4,759
146,1,333
146,1,825
754,2,432
483,2,113
74,2,535
552,2,650
675,2,750
675,1,617
552,1,485
146,1,767
675,1,356
74,2,603
754,2,479
675,2,385
74,1,379
146,4,883
146,2,261
483,1,606
74,4,612
483,2,421
483,1,669
754,1,519
675,2,307
754,2,364
146,2,786
146,1,234
146,4,833
146,2,680
74,2,438
552,1,806
552,2,720
146,2,590
552,4,1112
675,1,359
675,2,168
146,2,646
675,1,662
675,4,640
146,4,1007
754,1,449
552,1,232
146,1,626
74,1,635
483,2,667
74,4,736
675,4,829
74,4,551
552,1,534
754,4,796
74,1,845
146,2,446
552,2,883
74,4,488
552,2,537
552,4,535
483,2,568
675,2,197
74,2,1334
675,2,352
146,2,504
552,2,472
483,2,952
552,2,554
552,4,531
483,2,243
146,4,596
552,1,361
675,2,668
146,2,1001
483,1,754
146,2,736
675,2,458
483,4,692
146,2,753
74,4,598
552,2,653
675,1,977
74,1,839
754,2,993
754,2,234
754,2,1255
146,1,483
74,2,269
483,1,420
675,2,560
754,2,610
754,4,446
754,4,986
754,4,471
483,2,735
74,4,613
483,2,800
552,2,683
754,2,609
74,2,348
552,1,999
74,2,346
74,1,601
74,1,1097
552,2,717
146,4,913
483,1,516
146,1,498
483,2,890
754,2,823
754,4,513
675,2,865
754,1,269
675,2,633
552,1,435
754,2,69
146,1,468
754,2,661
675,2,930
74,2,546
552,2,397
754,2,658
552,2,702
754,2,436
74,1,658
146,1,746
754,2,313
483,1,346
675,1,258
74,1,410
675,2,800
146,4,366
552,2,600
675,1,511
552,4,803
146,2,688
74,2,925
552,4,571
74,2,997
552,1,742
483,4,1025
552,2,900
74,4,397
754,1,431
552,4,573
552,2,1101
552,1,681
552,2,764
146,4,546
74,2,590
675,1,703
74,4,828
754,4,694
754,2,475
483,1,537
74,2,4
552,2,961
74,2,1024
552,2,585
483,1,846
483,1,817
675,4,541
483,2,425
146,4,390
675,2,87
552,1,671
74,2,851
74,1,355
675,2,208
675,2,766
74,2,642
146,2,682
146,2,69
74,4,708
483,1,983
675,1,703
146,1,494
552,2,594
754,4,628
754,2,421
483,1,638
146,2,150
146,1,564
483,1,719
146,4,878
552,4,396
74,2,135
146,1,453
74,1,716
675,2,749
74,2,673
552,2,801
146,4,732
74,1,335
754,2,554
74,2,968
675,2,166
675,4,796
552,2,904
675,1,743
483,1,526
675,4,699
552,2,646
754,4,1022
74,2,823
483,4,537
483,2,765
754,2,655
483,2,526
483,1,537
675,4,319
552,4,366
483,4,267
146,4,894
754,1,708
675,2,398
675,1,770
146,1,407
146,2,41
754,2,894
483,2,834
754,2,345
146,4,684
552,2,410
754,1,333
552,1,754
675,1,323
754,1,675
552,1,873
483,2,421
74,1,225
552,2,935
146,4,488
74,2,1045
552,2,618
675,4,636
74,2,348
552,4,56
675,2,934
74,2,343
74,4,926
675,2,731
483,2,300
675,2,827
552,4,541
74,2,749
146,1,539
675,4,427
675,2,217
74,2,736
552,4,956
552,1,693
675,1,684
552,4,330
483,2,745
483,4,709
675,1,362
675,2,590
675,1,607
146,2,143
483,1,849
675,2,489
552,2,985
675,2,429
754,2,360
74,1,616
74,4,1114
552,1,681
146,1,852
483,2,859
483,1,373
675,1,650
675,2,789
74,4,417
552,2,942
754,1,603
675,2,331
146,4,594
483,2,258
483,2,221
552,4,194
483,2,576
754,1,783
552,2,640
754,1,705
552,2,391
675,4,422
675,1,780
483,2,770
675,4,348
754,1,700
675,2,496
552,1,865
552,1,774
552,2,784
483,4,195
74,2,618
483,2,968
74,2,555
483,1,734
483,4,531
146,1,596
675,1,579
483,1,399
675,2,682
483,4,715
74,1,421
146,1,903
552,4,950
146,2,584
675,1,974
675,2,530
675,4,972
754,1,1151
74,1,662
146,4,653
146,2,403
675,1,644
754,1,385
146,4,947
146,2,450
483,2,426
483,1,860
754,4,312
146,1,574
675,1,930
754,1,798
675,1,1115
552,1,485
74,4,548
483,2,633
675,4,674
74,1,413
754,2,324
146,4,875
74,2,872
754,2,883
754,4,289
483,4,418
675,1,199
675,2,248
754,2,582
146,1,408
483,4,507
146,1,628
146,4,662
74,1,958
483,2,536
146,2,461
675,2,655
483,2,857
146,2,1271
552,4,905
146,2,679
483,2,430
74,1,444
483,1,1210
74,1,794
552,1,669
74,4,415
483,4,588
483,4,751
74,2,604
754,2,798
552,2,471
675,1,478
675,2,651
74,2,514
552,2,1078
483,1,936
675,2,348
146,4,726
754,4,724
675,1,658
754,1,523
146,4,510
483,4,310
754,2,796
675,2,348
754,2,600
483,1,869
754,1,831
74,4,586
754,2,337
74,4,267
675,2,633
74,2,853
146,2,853
552,1,726
146,1,328
675,2,655
675,1,332
754,1,594
483,2,431
552,1,748
483,4,983
552,2,528
74,1,681
552,1,737
74,1,698
483,2,605
675,1,280
754,4,684
552,1,832
552,2,840
146,4,477
483,4,992
483,2,409
74,4,623
483,2,1155
74,2,796
675,4,760
675,2,443
552,2,451
483,2,823
74,1,1188
675,1,865
146,1,894
754,1,357
483,2,316
483,1,615
675,2,731
552,1,452
754,2,944
675,4,455
754,1,134
483,4,541
552,2,1087
146,2,551
754,2,192
675,1,439
754,4,578
675,2,1013
483,2,947
552,2,594
483,1,626
675,2,358
675,2,419
146,2,774
146,4,961
754,1,473
552,2,206
146,2,262
552,2,757
483,2,445
552,1,219
754,4,732
675,4,1011
552,2,750
552,1,457
74,4,816
675,4,767
74,1,368
74,2,749
483,1,426
483,1,636
754,4,325
552,2,713
483,1,503
754,4,882
483,2,439
754,2,713
146,4,512
146,4,379
552,1,290
675,2,914
552,4,799
74,2,667
146,2,652
74,2,794
146,2,640
675,2,741
483,2,436
146,2,728
483,1,423
146,1,768
552,1,1187
74,4,655
754,4,201
754,2,948
483,1,548
146,2,604
483,2,309
483,1,944
754,4,542
552,1,633
552,4,675
483,2,782
552,2,723
74,2,507
74,1,652
552,2,374
74,1,833
754,2,503
675,2,825
754,2,1072
74,4,650
146,1,543
74,2,670
754,1,394
483,4,752
74,2,955
146,2,1064
552,4,295
74,2,936
146,2,1113
552,2,128
754,1,762
754,2,502
675,1,718
675,2,1041
74,1,417
483,4,582
675,2,1048
146,2,344
146,2,732
74,2,443
146,1,802
675,2,651
146,1,963
754,2,345
675,2,345
74,2,351
754,4,329
483,2,245
74,2,929
675,2,869
74,2,834
552,2,717
74,1,793
675,1,657
146,1,724
74,4,639
74,4,482
146,4,723
74,2,589
146,2,738
483,4,694
483,4,622
754,4,267
552,1,832
552,1,40
74,1,431
483,1,805
483,2,768
483,2,471
754,1,600
74,2,557
754,4,609
146,2,345
483,4,284
146,2,573
483,2,166
675,4,514
74,2,581
483,2,1121
754,1,852
552,2,812
146,1,625
74,2,936
754,2,457
675,4,841
146,2,642
675,1,869
483,2,702
675,1,680
754,2,404
754,4,711
74,2,590
754,1,883
754,2,787
754,2,611
146,4,394
74,1,778
483,4,687
675,1,576
754,1,489
754,2,835
146,4,469
74,1,577
146,2,571
146,2,777
483,2,936
675,1,614
754,1,927
146,4,389
74,2,651
146,2,579
74,2,629
754,1,527
754,2,226
74,1,415
552,4,572
552,2,494
74,1,451
483,1,709
675,2,375
754,2,434
675,4,893
675,1,367
74,2,734
483,1,583
74,2,393
552,2,414
146,2,968
552,2,279
675,1,519
74,4,226
675,2,636
552,2,389
74,1,237
754,1,108
483,2,549
74,1,634
483,2,638
146,4,1027
483,2,718
146,4,268
74,1,639
146,1,576
754,1,537
552,1,820
483,1,569
483,2,684
146,1,888
74,1,645
552,2,338
74,4,657
483,4,552
146,2,588
675,2,514
